,id,language,text_type,text,prompts
368,18,als,dialect_text,"I de Liste vo de Schwizer Seeje sy Seeje mit erer Flächi vo über 1 km² sortiert ufglischtet. Es zellt di gsammti Flächi vom See, also au wänn er nöd ganz i de Schwiz isch. D Rekordzahle sy jewyls fett aggää. D Spycherseeje sy hier nid ufgfüert. * dient au als Stausee Lischte vo de Stauseeje ir Schwiz","A person wrote the following text: 'I de Liste vo de Schwizer Seeje sy Seeje mit erer Flächi vo über 1 km² sortiert ufglischtet. Es zellt di gsammti Flächi vom See, also au wänn er nöd ganz i de Schwiz isch. D Rekordzahle sy jewyls fett aggää. D Spycherseeje sy hier nid ufgfüert. * dient au als Stausee Lischte vo de Stauseeje ir Schwiz'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
369,19,als,dialect_text,"S erscht Turnier um dr Henri-Delaunay-Pokal isch vum 6. bis 10. Juli 1960 as European Nations' Cup (dt. Europapokal der Nationen) z Frankrych uusdrait wore. Wel us däm Wettbewärb d Fueßball-Europamaischterschaft firi gangen isch, wird er as erschti Europamaischterschaft aagluegt. Im Finale het d Sowjetunion mit 2:1 n. V. (1:1, 0:1) gege Jugoslawie gwunne. Euro 1960 uf uefa.com Info zum Turnier uf rsssf.org","A person wrote the following text: 'S erscht Turnier um dr Henri-Delaunay-Pokal isch vum 6. bis 10. Juli 1960 as European Nations' Cup (dt. Europapokal der Nationen) z Frankrych uusdrait wore. Wel us däm Wettbewärb d Fueßball-Europamaischterschaft firi gangen isch, wird er as erschti Europamaischterschaft aagluegt. Im Finale het d Sowjetunion mit 2:1 n. V. (1:1, 0:1) gege Jugoslawie gwunne. Euro 1960 uf uefa.com Info zum Turnier uf rsssf.org'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
370,20,als,dialect_text,"S Kabinett Söder I isch vum 21. Merz bis zum 12. Novämber 2018 d Staatsregierig vum Freistaat Bayern gsii. Wu dr Horst Seehofer am 13. Merz 2018 vum Amt as Minischterbresidänt zrufggdrätte un as Bundesinneminischter in s Kabinett Merkel IV yydrätten isch, isch dr Markus Söder am 16. Merz 2018 sy Noofolger wore. www.bayern.de: Kabinett Dr Markus Söder (2018) 2013 2018 - Der Bayernplan (csu.de)","A person wrote the following text: 'S Kabinett Söder I isch vum 21. Merz bis zum 12. Novämber 2018 d Staatsregierig vum Freistaat Bayern gsii. Wu dr Horst Seehofer am 13. Merz 2018 vum Amt as Minischterbresidänt zrufggdrätte un as Bundesinneminischter in s Kabinett Merkel IV yydrätten isch, isch dr Markus Söder am 16. Merz 2018 sy Noofolger wore. www.bayern.de: Kabinett Dr Markus Söder (2018) 2013 2018 - Der Bayernplan (csu.de)'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
371,21,als,dialect_text,"Buchrain isch de Name vo däne Ort: Buchrain LU (im örtliche Dialäkt «Bueri»), e politischi Gmeind im Kanton Lozärn, Schwiz Buchrain (Großkarolinenfeld), en Ortsteil vo de Gmeind Großkarolinenfeld, Landchreis Roseheim, Bayern Buchrain (Riekofen), en Ortsteil vo de Gmeind Riekofen, Landchreis Rägesburg, Bayern","A person wrote the following text: 'Buchrain isch de Name vo däne Ort: Buchrain LU (im örtliche Dialäkt «Bueri»), e politischi Gmeind im Kanton Lozärn, Schwiz Buchrain (Großkarolinenfeld), en Ortsteil vo de Gmeind Großkarolinenfeld, Landchreis Roseheim, Bayern Buchrain (Riekofen), en Ortsteil vo de Gmeind Riekofen, Landchreis Rägesburg, Bayern'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
372,22,als,dialect_text,"Die Liste zällt Näme vo Pflanze uuf, wo z Liachtastää bruucht weret. Abchörzige bidüütet: Hans Stricker et al.: Lichtensteiner Namenbuch. die Orts- und Flurnamen des Fürstentums Liechtenstein, Band 5 Lexikon; Vadoz 1999. ISBN 3-906393-25-9 P.A. Schaedler: Einiges über die Mundart der Talgemeinden Liechtensteins; 1915 Hans Heinrich Bosshard: Mundartnamen von Bäumen und Sträuchern; Züri, 1978 Vorarlberger Sprachatlas (VALTS) Alemannischi Pflanzenäme Liachtastääner Tiernäme","A person wrote the following text: 'Die Liste zällt Näme vo Pflanze uuf, wo z Liachtastää bruucht weret. Abchörzige bidüütet: Hans Stricker et al.: Lichtensteiner Namenbuch. die Orts- und Flurnamen des Fürstentums Liechtenstein, Band 5 Lexikon; Vadoz 1999. ISBN 3-906393-25-9 P.A. Schaedler: Einiges über die Mundart der Talgemeinden Liechtensteins; 1915 Hans Heinrich Bosshard: Mundartnamen von Bäumen und Sträuchern; Züri, 1978 Vorarlberger Sprachatlas (VALTS) Alemannischi Pflanzenäme Liachtastääner Tiernäme'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
373,23,als,dialect_text,Dr Kanton Locminé isch bis 2015 e Kanton im Arrondissement Pontivy im franzesische Département Morbihan in dr Region Bretagne gsii. Dr Hauptort isch Locminé gsii. Verdrätter im conseil général vum Département isch bis 2015 dr Gérard Lorgeoux (RPR dann UMP) gsii gsii. Zum 22. Merz 2015 isch dr Kanton ufglest wore. Zum Kanton hän acht Gmaine ghert:,"A person wrote the following text: 'Dr Kanton Locminé isch bis 2015 e Kanton im Arrondissement Pontivy im franzesische Département Morbihan in dr Region Bretagne gsii. Dr Hauptort isch Locminé gsii. Verdrätter im conseil général vum Département isch bis 2015 dr Gérard Lorgeoux (RPR dann UMP) gsii gsii. Zum 22. Merz 2015 isch dr Kanton ufglest wore. Zum Kanton hän acht Gmaine ghert:'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
374,24,als,dialect_text,"Die Lischt git en Iberblick iber alli Mitglider vum 17. bade-wirttembergische Landdag (2021–2026) mit Fraktionszuegherigkait, Wahlkrais un Stimmenaadail. Dr 17. Landdag isch am 14. Merz 2021 gwehlt wore. No dr Landdagswahl 2021 setzt si dr Landdag eso zämme: Inhaltsverzeichnis A B C D E F G H I J K L M N O P Q R S T U V W X Y Z Lischt vu dr gwehlte Abgordnete noch em vorlaifige Ergebnis uf dr Homepage vu dr Landeszentrale für politische Bildung Baden-Württemberg","A person wrote the following text: 'Die Lischt git en Iberblick iber alli Mitglider vum 17. bade-wirttembergische Landdag (2021–2026) mit Fraktionszuegherigkait, Wahlkrais un Stimmenaadail. Dr 17. Landdag isch am 14. Merz 2021 gwehlt wore. No dr Landdagswahl 2021 setzt si dr Landdag eso zämme: Inhaltsverzeichnis A B C D E F G H I J K L M N O P Q R S T U V W X Y Z Lischt vu dr gwehlte Abgordnete noch em vorlaifige Ergebnis uf dr Homepage vu dr Landeszentrale für politische Bildung Baden-Württemberg'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
375,25,als,dialect_text,"D Communauté de communes Haut Chemin-Pays de Pange ìsch a Kommünàlverbànd ìm Moselle (Frànkrìch). Sa ìsch zum 1. Janner 2017 grìnda worra üs dr Füsion vu dr Kommünàlverbànd Communauté de communes du Haut Chemin un Communauté de communes du Pays de Pange. Zum Kommünàlverbànd gheera 28 Gmeina. Dr Hauiptort vum Verbànd ìsch Pange, Präsidant ìsch dr Roland Chloup. www.collectivites-locales.gouv.fr","A person wrote the following text: 'D Communauté de communes Haut Chemin-Pays de Pange ìsch a Kommünàlverbànd ìm Moselle (Frànkrìch). Sa ìsch zum 1. Janner 2017 grìnda worra üs dr Füsion vu dr Kommünàlverbànd Communauté de communes du Haut Chemin un Communauté de communes du Pays de Pange. Zum Kommünàlverbànd gheera 28 Gmeina. Dr Hauiptort vum Verbànd ìsch Pange, Präsidant ìsch dr Roland Chloup. www.collectivites-locales.gouv.fr'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
376,26,als,dialect_text,Dr Kanton Colmer-1 ìsch a Kanton ìm Owerelsàss ìn dr Region Grand Est z Frànkrich. Hauiptort (frz. bureau centralisateur) vum Kànton ìsch Colmer. Dr Kanton isch zem 22. März 2015 nej grinda worra. Zem Kànton gheere d Gmeind Ìngersche un a Teil vu Colmer. Dekret Nr. 2014-207 vom frànzeesche Ìnnaminischterium fìr d Nejgstàltung vu Kanton im Département Haut-Rhin Kanton im Département Owerelsass (Haut-Rhin),"A person wrote the following text: 'Dr Kanton Colmer-1 ìsch a Kanton ìm Owerelsàss ìn dr Region Grand Est z Frànkrich. Hauiptort (frz. bureau centralisateur) vum Kànton ìsch Colmer. Dr Kanton isch zem 22. März 2015 nej grinda worra. Zem Kànton gheere d Gmeind Ìngersche un a Teil vu Colmer. Dekret Nr. 2014-207 vom frànzeesche Ìnnaminischterium fìr d Nejgstàltung vu Kanton im Département Haut-Rhin Kanton im Département Owerelsass (Haut-Rhin)'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
377,27,als,dialect_text,"Neuenstein isch dr Name vu däne Ortschafte: Neuenstein, Stadt im Hohenlohekreis z Bade-Wirttebärg Neuenstein (Hessen), Gmei im Landchreis Hersfeld-Rotenburg z Hesse Neuenstein isch dr Name vu däne Burge: Burg Neuestei, Burgruine bi Badewyyler im Landchreis Bryysgau-Hochschwarzwald z Bade-Wirttebärg Burg Nejestei, Burgruine bi Lütebach-Huebacker im Ortenaukreis z Bade-Wirttebärg Burg Neuenstein, Burg bi Neuenstein-Saasen im Landchreis Hersfeld-Rotenburg z Hesse","A person wrote the following text: 'Neuenstein isch dr Name vu däne Ortschafte: Neuenstein, Stadt im Hohenlohekreis z Bade-Wirttebärg Neuenstein (Hessen), Gmei im Landchreis Hersfeld-Rotenburg z Hesse Neuenstein isch dr Name vu däne Burge: Burg Neuestei, Burgruine bi Badewyyler im Landchreis Bryysgau-Hochschwarzwald z Bade-Wirttebärg Burg Nejestei, Burgruine bi Lütebach-Huebacker im Ortenaukreis z Bade-Wirttebärg Burg Neuenstein, Burg bi Neuenstein-Saasen im Landchreis Hersfeld-Rotenburg z Hesse'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
378,28,als,dialect_text,S Kabinett Streibl I isch vum 19. Oktober 1988 bis zum 30. Oktober 1990 d Staatsregierig vum Freistaat Bayern gsii. Noch em Dod vum Franz Josef Strauß am 3. Oktober 1988 isch dr Max Streibl sy Noofolger wore. Peter Jakob Kock: Der Bayerische Landtag. Eine Chronik. Hrsg. vom Bayerischen Landtag. 7. aktualisierte Auflage. München 2016 (Online) www.bayern.de: Kabinett Dr. h. c. Max Streibl (1988 bis 1990),"A person wrote the following text: 'S Kabinett Streibl I isch vum 19. Oktober 1988 bis zum 30. Oktober 1990 d Staatsregierig vum Freistaat Bayern gsii. Noch em Dod vum Franz Josef Strauß am 3. Oktober 1988 isch dr Max Streibl sy Noofolger wore. Peter Jakob Kock: Der Bayerische Landtag. Eine Chronik. Hrsg. vom Bayerischen Landtag. 7. aktualisierte Auflage. München 2016 (Online) www.bayern.de: Kabinett Dr. h. c. Max Streibl (1988 bis 1990)'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
379,29,als,dialect_text,"D Communauté de communes du Val Saint-Pierre isch e Kommunalverband im franzesische Département Moselle gsii, wu vier Gmaine im Kanton Verny im Arrondissement Metz-Campagne aaghert hän. Är isch am 3. Novämber 1994 grindet wore. Sitz vum Verband isch Peltre gsii, Presidänt dr Michel Bonnetier. Im Johr 1999 hän d Gmaine zämme 4.498 Yywohner uf 28 km² ghaa. Zum Kommunalverband hän die Gmaine ghert: Peltre Mécleuves Jury Chesny www.valstpierre.fr","A person wrote the following text: 'D Communauté de communes du Val Saint-Pierre isch e Kommunalverband im franzesische Département Moselle gsii, wu vier Gmaine im Kanton Verny im Arrondissement Metz-Campagne aaghert hän. Är isch am 3. Novämber 1994 grindet wore. Sitz vum Verband isch Peltre gsii, Presidänt dr Michel Bonnetier. Im Johr 1999 hän d Gmaine zämme 4.498 Yywohner uf 28 km² ghaa. Zum Kommunalverband hän die Gmaine ghert: Peltre Mécleuves Jury Chesny www.valstpierre.fr'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
380,30,als,dialect_text,"Dä EV Zug isch en schwizerischä Iishockeyclub us Zug. EVZ isch d Abchürzig für dä volli Namä «Eissportverein Zug». Dä EV Zug hät au ä erfolgrichi Frauämannschaft, wo scho viermol Schwizer Meister worde isch, und am IIHF European Women's Champions Cup teilgno hät. Spruch: Ei Stadt, Ei Liebi, EVZ Clubsite EV Zug","A person wrote the following text: 'Dä EV Zug isch en schwizerischä Iishockeyclub us Zug. EVZ isch d Abchürzig für dä volli Namä «Eissportverein Zug». Dä EV Zug hät au ä erfolgrichi Frauämannschaft, wo scho viermol Schwizer Meister worde isch, und am IIHF European Women's Champions Cup teilgno hät. Spruch: Ei Stadt, Ei Liebi, EVZ Clubsite EV Zug'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
381,31,als,dialect_text,"Die Tabelle enthaldet e Uswahl vu Asteroide, wo als sognennti Trojaner sich in dr gliche Umlaufbahn wie e grosse Planet bewege oder sich uf Umlaufbahne in dr Region vu dr Gasriise vum Sunnesystem bewege. Die in dr erste Spalte ufgfüehrte Ziffere gäbe d'Reihefolge vu ihrer Entdeckig a, diene als Identifikationsnummere un gelte als Bestanddeil vum Namme. (Stand: Juni 2006)","A person wrote the following text: 'Die Tabelle enthaldet e Uswahl vu Asteroide, wo als sognennti Trojaner sich in dr gliche Umlaufbahn wie e grosse Planet bewege oder sich uf Umlaufbahne in dr Region vu dr Gasriise vum Sunnesystem bewege. Die in dr erste Spalte ufgfüehrte Ziffere gäbe d'Reihefolge vu ihrer Entdeckig a, diene als Identifikationsnummere un gelte als Bestanddeil vum Namme. (Stand: Juni 2006)'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
382,32,als,dialect_text,D Globus (Grubb) isch a Warahausgrubb en dr Schwiiz. 1907 isch vom Heinrich Burkhardt am 7. Februar a Vorgengrfirma en s «Magazine zum Globus» omdaufd worra. Sids vom Ondrnehma isch Schpreitebach. Dr Omsads 2016 war 879 Miliona SFR. D Globus-Grubb hod 3.400 Aagschdellde Zur Globus-Grubb gherad: Schild (bis 2019) Herren-Globus (bis 2019) ) En dr Zukunfd wellaad se meh Online-Handl dreiba. Migros Herren-Globus Schild Globus Impressum Aus für Schild und Herren-Globus Regeln für Online-Shop,"A person wrote the following text: 'D Globus (Grubb) isch a Warahausgrubb en dr Schwiiz. 1907 isch vom Heinrich Burkhardt am 7. Februar a Vorgengrfirma en s «Magazine zum Globus» omdaufd worra. Sids vom Ondrnehma isch Schpreitebach. Dr Omsads 2016 war 879 Miliona SFR. D Globus-Grubb hod 3.400 Aagschdellde Zur Globus-Grubb gherad: Schild (bis 2019) Herren-Globus (bis 2019) ) En dr Zukunfd wellaad se meh Online-Handl dreiba. Migros Herren-Globus Schild Globus Impressum Aus für Schild und Herren-Globus Regeln für Online-Shop'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
383,33,als,dialect_text,"S Förschtatum Liachtaschtaa hot ölf Gmonda in zwo Wahlchreise. D Gmonda (Undrland) oder Gmanda (Oberland) send mängsmol uftoalt i verschedne Dörfer und hond vilfach Exklave und Enklave innerhalb vom Ländle. Liechtensteiner Flurnamenkarte Landesverwaltung Liechtenstein (Site cha nüme abgrüeft wärde; Suche im Webarchiv)[1] [2] Vorlage:Toter Link/www.llv.li Bevölkerungsstatistik, Stand 31. Dezember 2018","A person wrote the following text: 'S Förschtatum Liachtaschtaa hot ölf Gmonda in zwo Wahlchreise. D Gmonda (Undrland) oder Gmanda (Oberland) send mängsmol uftoalt i verschedne Dörfer und hond vilfach Exklave und Enklave innerhalb vom Ländle. Liechtensteiner Flurnamenkarte Landesverwaltung Liechtenstein (Site cha nüme abgrüeft wärde; Suche im Webarchiv)[1] [2] Vorlage:Toter Link/www.llv.li Bevölkerungsstatistik, Stand 31. Dezember 2018'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
384,34,als,dialect_text,"De Archelaos (altgriech. Ἀρχέλαος) isch isch e König vo Sparta gsii usem Gschlecht vo de Agiade. Er isch nöd historisch. De Archelaos isch de Soo vom Agesilaos I. und de Vatter vom Teleklos. Zäme mitem König Charillos usem Gschlecht vo de Eurypontide het er d Stadt Aigys eroberet und d Iiwooner versklavt, well die sich mit de Arkader verbündet gha hend. Herodot, Historie 7.204. Pausanias, Raise z Griecheland, 3.2.5 Hieronymus, Jerome, Chronicon -- The Merton manuscript","A person wrote the following text: 'De Archelaos (altgriech. Ἀρχέλαος) isch isch e König vo Sparta gsii usem Gschlecht vo de Agiade. Er isch nöd historisch. De Archelaos isch de Soo vom Agesilaos I. und de Vatter vom Teleklos. Zäme mitem König Charillos usem Gschlecht vo de Eurypontide het er d Stadt Aigys eroberet und d Iiwooner versklavt, well die sich mit de Arkader verbündet gha hend. Herodot, Historie 7.204. Pausanias, Raise z Griecheland, 3.2.5 Hieronymus, Jerome, Chronicon -- The Merton manuscript'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
385,35,als,dialect_text,"Puerto Rico stoht für: Puerto Rico, e Staat in der Karibik e spanische Ort uf Gran Canaria e Brättspiil e Chliistadt z Argentinie e Chliistadt im Department Pando, Bolivie e Landstadt im Departmänt Santa Cruz, Bolivie e Verwaltigsbezirk im Departamänt Pando, Bolivie e Chliistadt z Caquetá, Kolumbie e Chliistadt z Meta, Kolumbie e Stadt z Texas, USA","A person wrote the following text: 'Puerto Rico stoht für: Puerto Rico, e Staat in der Karibik e spanische Ort uf Gran Canaria e Brättspiil e Chliistadt z Argentinie e Chliistadt im Department Pando, Bolivie e Landstadt im Departmänt Santa Cruz, Bolivie e Verwaltigsbezirk im Departamänt Pando, Bolivie e Chliistadt z Caquetá, Kolumbie e Chliistadt z Meta, Kolumbie e Stadt z Texas, USA'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
386,36,als,dialect_text,"IP-Adressa erloubed a logische Adressierung vo Computer in IP-Netzwerke (z. B. em Internet). En Host bsitzt drbi mindeschtens ui iiditige IP-Adress pro Netzwerkschnittstelle. IP-Adressa vo dr IP Version 4 erscheined normalerwiis als Folga vo vier Zahle, wo durch an Punkt trennt werred, z. B. 130.94.122.195 oder 127.0.0.1. Zeigt die eigeni IP-Adress und de Standort mittels Google Maps a Whois - unter anderem Ermittlung vom Eigetümer vo ´ra IP-Adress Eigeni IP-Adress ermittle mit Homepagetool?","A person wrote the following text: 'IP-Adressa erloubed a logische Adressierung vo Computer in IP-Netzwerke (z. B. em Internet). En Host bsitzt drbi mindeschtens ui iiditige IP-Adress pro Netzwerkschnittstelle. IP-Adressa vo dr IP Version 4 erscheined normalerwiis als Folga vo vier Zahle, wo durch an Punkt trennt werred, z. B. 130.94.122.195 oder 127.0.0.1. Zeigt die eigeni IP-Adress und de Standort mittels Google Maps a Whois - unter anderem Ermittlung vom Eigetümer vo ´ra IP-Adress Eigeni IP-Adress ermittle mit Homepagetool?'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
387,37,als,dialect_text,Dr Kanton Pont-Scorff isch bis Merz 2015 e Kanton im Arrondissement Lorient im franzesische Département Morbihan in dr Region Bretagne gsii. Dr Hauptort isch Pont-Scorff gsii. Verdrätter im conseil général vum Département isch bis 2015 dr Pierrik Nevannen gsii. Zum 22. Merz 2015 isch dr Kanton ufglest wore. Zum Kanton hän sechs Gmaine ghert:,"A person wrote the following text: 'Dr Kanton Pont-Scorff isch bis Merz 2015 e Kanton im Arrondissement Lorient im franzesische Département Morbihan in dr Region Bretagne gsii. Dr Hauptort isch Pont-Scorff gsii. Verdrätter im conseil général vum Département isch bis 2015 dr Pierrik Nevannen gsii. Zum 22. Merz 2015 isch dr Kanton ufglest wore. Zum Kanton hän sechs Gmaine ghert:'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
388,38,als,dialect_text,"Haller stoht für e Familiename; lueg do für bekannti Lüt mit däm Name Haller isch e chliine Fluss z Nidersachse, Dütschland D Haller, en ehemoligi Schmalspurbahn vo Innsbruck noch Hall im Tirol, Östriich Haller, en Ortsdeil vo dr Tiroler Gmeind Nesselwängle Haller oder Heller, en alti dütschi Chupfermünze im Wärt vom ene halbe Pfennig Haller, e Befestigungswärk z Monschau in dr Eifel, Nordrhii-Westfale, Dütschland Haller, en Ortsdeil vo dr Gmeind Waldbillig im Grossherzogtum Luxeburg","A person wrote the following text: 'Haller stoht für e Familiename; lueg do für bekannti Lüt mit däm Name Haller isch e chliine Fluss z Nidersachse, Dütschland D Haller, en ehemoligi Schmalspurbahn vo Innsbruck noch Hall im Tirol, Östriich Haller, en Ortsdeil vo dr Tiroler Gmeind Nesselwängle Haller oder Heller, en alti dütschi Chupfermünze im Wärt vom ene halbe Pfennig Haller, e Befestigungswärk z Monschau in dr Eifel, Nordrhii-Westfale, Dütschland Haller, en Ortsdeil vo dr Gmeind Waldbillig im Grossherzogtum Luxeburg'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
389,39,als,dialect_text,"Dr Name Ardon stoot fir: e Gmai im Kanton Wallis, Schwyz: Ardon VS e Gmai im Département Jura, Frankrych: Ardon (Jura) e Gmai im Département Loiret, Frankrych: Ardon (Loiret) ne Ortschaft in dr Gmai Châtillon-en-Michaille im Département Ain, Frankrych e Fluss z Frankrych, Nääbefluss vu dr Ailette: Ardon (Ailette)","A person wrote the following text: 'Dr Name Ardon stoot fir: e Gmai im Kanton Wallis, Schwyz: Ardon VS e Gmai im Département Jura, Frankrych: Ardon (Jura) e Gmai im Département Loiret, Frankrych: Ardon (Loiret) ne Ortschaft in dr Gmai Châtillon-en-Michaille im Département Ain, Frankrych e Fluss z Frankrych, Nääbefluss vu dr Ailette: Ardon (Ailette)'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
390,40,als,dialect_text,"De Mederich isch de Vater vum Agenarich-Serapio un de Brueder vum Chnodomar gsii. Er het longi Zyt als Geisle in Gallie glebt un isch dert griechische Gheimlehre nochkonge. Dorum het er schpäter au sinner Sohn Agenarich in Serapio umbnännt. De Serapis isch dert ä griechisch-ägyptische Mysteriegott gsi. Ammianus Marcellinus 16,12,25 Dieter Geuenich: Geschichte der Alemannen, Verlag Kohlhammer, Stuttgart 2004, ISBN 3-17-018227-7 / ISBN 3-17-012095-6 Mittelalter-Genealogie: Mederichus","A person wrote the following text: 'De Mederich isch de Vater vum Agenarich-Serapio un de Brueder vum Chnodomar gsii. Er het longi Zyt als Geisle in Gallie glebt un isch dert griechische Gheimlehre nochkonge. Dorum het er schpäter au sinner Sohn Agenarich in Serapio umbnännt. De Serapis isch dert ä griechisch-ägyptische Mysteriegott gsi. Ammianus Marcellinus 16,12,25 Dieter Geuenich: Geschichte der Alemannen, Verlag Kohlhammer, Stuttgart 2004, ISBN 3-17-018227-7 / ISBN 3-17-012095-6 Mittelalter-Genealogie: Mederichus'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
391,41,als,dialect_text,"Jacob Henricpetri, mänggisch au Jakob Henricpetri, Jacob Petri oder Jakob Petri isch dr Naame vo dene Persone: e Brofässer an dr Uni Basel, * 1570, † 1641, Soon vom Brofässer Adam Henricpetri (*1543, † 1586) e Bürgermäister vo Mülhuuse, * 1593, † 1660, Soon vom Brofässer Jacob Henricpetri (*1570, † 1641) e Basler Jurist, Rootmitgliid und Revoluzzer, * 1644, † noch 1695, Soon vom Franz Jacob Henricpetri, Nöwöö vom Bürgermäister Jacob Henricpetri","A person wrote the following text: 'Jacob Henricpetri, mänggisch au Jakob Henricpetri, Jacob Petri oder Jakob Petri isch dr Naame vo dene Persone: e Brofässer an dr Uni Basel, * 1570, † 1641, Soon vom Brofässer Adam Henricpetri (*1543, † 1586) e Bürgermäister vo Mülhuuse, * 1593, † 1660, Soon vom Brofässer Jacob Henricpetri (*1570, † 1641) e Basler Jurist, Rootmitgliid und Revoluzzer, * 1644, † noch 1695, Soon vom Franz Jacob Henricpetri, Nöwöö vom Bürgermäister Jacob Henricpetri'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
392,42,als,dialect_text,"Lemma bedütet: in dr Lexikografii und Linguistik d Grundform vom ene Schlaagwort (= Stichwort) in dr Edizioonswüsseschaft s Wort, wo sich e Notize druf beziet. in dr Emblematik d inscriptio, e Bestanddäil vom Embleem in dr Mathematik oder Logik e Satz as Zwüscheschritt im ene Bewiis. Lemma isch dr Familienaame vo deene Persoone: Daniel Lemma (* 1970), e schwedische Musiker und Komponist","A person wrote the following text: 'Lemma bedütet: in dr Lexikografii und Linguistik d Grundform vom ene Schlaagwort (= Stichwort) in dr Edizioonswüsseschaft s Wort, wo sich e Notize druf beziet. in dr Emblematik d inscriptio, e Bestanddäil vom Embleem in dr Mathematik oder Logik e Satz as Zwüscheschritt im ene Bewiis. Lemma isch dr Familienaame vo deene Persoone: Daniel Lemma (* 1970), e schwedische Musiker und Komponist'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
393,43,als,dialect_text,"QED stoot für: Kwanteelektrodünamik, e Däilgebiet vo dr Kwantefüsik q. e. d. stoot für: quod erat demonstrandum, latiinisch für: was mä het müesse bewiise, wo mä am Schluss vom ene Bewiis in dr Mathematik und Filosofii schribt quod est dubitandum, latiinisch für: was mä sött bezwiifle, en ironischi Aaspiilig uf s quod erat demonstrandum oobenooche","A person wrote the following text: 'QED stoot für: Kwanteelektrodünamik, e Däilgebiet vo dr Kwantefüsik q. e. d. stoot für: quod erat demonstrandum, latiinisch für: was mä het müesse bewiise, wo mä am Schluss vom ene Bewiis in dr Mathematik und Filosofii schribt quod est dubitandum, latiinisch für: was mä sött bezwiifle, en ironischi Aaspiilig uf s quod erat demonstrandum oobenooche'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
394,44,als,dialect_text,Dr Kànton Lorquin ìsch bìs März 2015 a Kànton ìm Arrondissement Sarrebourg ìm frànzesche Département Moselle ìn dr Region Lothrìnge gsìì. Zem Kànton han 18 Gmeina gheert. Dr Hàuiptort ìsch Lorquin gsìì. Verdratter ìm conseil général vum Département ìsch zitter 2011 dr Emmanuel Riehl gsìì. Ìm März 2015 ìsch dr Kànton ufglest wora.,"A person wrote the following text: 'Dr Kànton Lorquin ìsch bìs März 2015 a Kànton ìm Arrondissement Sarrebourg ìm frànzesche Département Moselle ìn dr Region Lothrìnge gsìì. Zem Kànton han 18 Gmeina gheert. Dr Hàuiptort ìsch Lorquin gsìì. Verdratter ìm conseil général vum Département ìsch zitter 2011 dr Emmanuel Riehl gsìì. Ìm März 2015 ìsch dr Kànton ufglest wora.'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
