,id,language,standard_text,dialect_text,prompts
297,297,pfl,Wintersburg ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Phalsbourg im Arrondissement Sarrebourg. Der Bürgermeister von Wintersburg ist Eric Siffermann. Wintersburg gehört zum Gemeindeverband Pays de Phalsbourg. Der lothringische Dialekt von Wintersburg gehört zum Rheinfränkischen. (französisch) Liste des maires au 25 avril 2014 (data.gouv.fr),Wintersbourg (daitsch Wintersburg) ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Phalsbourg im Arrondissement Sarrebourg. De Maire vun Wintersbourg isch de Eric Siffermann. Wintersbourg gheat zum Kommunalvaband Pays de Phalsbourg. De lothringisch Dialekt vun Wintersbourg gheat zum Rhaifränkisch. (franzesisch) Liste des maires au 25 avril 2014 (data.gouv.fr),"Given the two writers:
Writer A: 'Wintersburg ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Phalsbourg im Arrondissement Sarrebourg. Der Bürgermeister von Wintersburg ist Eric Siffermann. Wintersburg gehört zum Gemeindeverband Pays de Phalsbourg. Der lothringische Dialekt von Wintersburg gehört zum Rheinfränkischen. (französisch) Liste des maires au 25 avril 2014 (data.gouv.fr)'
Writer B: 'Wintersbourg (daitsch Wintersburg) ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Phalsbourg im Arrondissement Sarrebourg. De Maire vun Wintersbourg isch de Eric Siffermann. Wintersbourg gheat zum Kommunalvaband Pays de Phalsbourg. De lothringisch Dialekt vun Wintersbourg gheat zum Rhaifränkisch. (franzesisch) Liste des maires au 25 avril 2014 (data.gouv.fr)'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are comradely, nice, companionable, loving, sweet, warmhearted, comradely, gracious, neighborly, affectionate. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
298,298,pfl,Äwerbach ist eine französische Gemeinde im Département Bas-Rhin (Unterelsass) in der Region Grand Est (bis 2015 Elsass). Die Gemeinde gehört zum Kanton Weißenburg im Arrondissement Haguenau-Wissembourg. Der Bürgermeister von Äwerbach ist Pascal Stoltz. Äwerbach gehört zum Kommunalverband Plaine du Rhin. Der südfränkische Dialekt von Äwerbach gehört zum Ostfränkischen (Nordoberdeutsch).,Äwerbàch isch e franzesische Gemää im Département Bas-Rhin (Unnaelsass) in de Rechion Grand Est (bis 2015 Elsass). D Gemää gheat zum Kanton Waisseburch im Arrondissement Haguenau-Wissembourg. De Maire vun Äwerbàch isch de Pascal Stoltz. Äwerbàch gheat zum Kommunalvaband Plaine du Rhin. De sidfränkisch Dialekt vun Äwerbàch gheat zum Oschtfränkisch (Nordowerdaitsch). (franzesisch) Liste des maires au 25 avril 2014 (data.gouv.fr) Normdate: GND: 7722108-4 | VIAF: 245276851,"Given the two writers:
Writer A: 'Äwerbàch isch e franzesische Gemää im Département Bas-Rhin (Unnaelsass) in de Rechion Grand Est (bis 2015 Elsass). D Gemää gheat zum Kanton Waisseburch im Arrondissement Haguenau-Wissembourg. De Maire vun Äwerbàch isch de Pascal Stoltz. Äwerbàch gheat zum Kommunalvaband Plaine du Rhin. De sidfränkisch Dialekt vun Äwerbàch gheat zum Oschtfränkisch (Nordowerdaitsch). (franzesisch) Liste des maires au 25 avril 2014 (data.gouv.fr) Normdate: GND: 7722108-4 | VIAF: 245276851'
Writer B: 'Äwerbach ist eine französische Gemeinde im Département Bas-Rhin (Unterelsass) in der Region Grand Est (bis 2015 Elsass). Die Gemeinde gehört zum Kanton Weißenburg im Arrondissement Haguenau-Wissembourg. Der Bürgermeister von Äwerbach ist Pascal Stoltz. Äwerbach gehört zum Kommunalverband Plaine du Rhin. Der südfränkische Dialekt von Äwerbach gehört zum Ostfränkischen (Nordoberdeutsch).'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are amicable, merry, genial, gracious, cordial, collegial, chummy, nice, companionable, hospitable. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
299,299,pfl,Raville (deutsch Rollingen) ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Le Pays Messin im Arrondissement Metz. Der Bürgermeister von Raville ist François Becker. Raville gehört zum Gemeindeverband Haut Chemin-Pays de Pange. Der traditionelle Dialekt (Patois) von Raville gehört zum Lothringischen.,Raville (daitsch Rollingen) ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Le Pays Messin im Arrondissement Metz. De Maire vun Raville isch de Francois Becker. Raville gheat zum Kommunalvaband Haut Chemin-Pays de Pange. De draditionell Dialekt (Patois) vun Raville gheat zum Lorrain. (franzesisch) Liste des maires au 25 avril 2014 (data.gouv.fr),"Given the two writers:
Writer A: 'Raville (daitsch Rollingen) ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Le Pays Messin im Arrondissement Metz. De Maire vun Raville isch de Francois Becker. Raville gheat zum Kommunalvaband Haut Chemin-Pays de Pange. De draditionell Dialekt (Patois) vun Raville gheat zum Lorrain. (franzesisch) Liste des maires au 25 avril 2014 (data.gouv.fr)'
Writer B: 'Raville (deutsch Rollingen) ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Le Pays Messin im Arrondissement Metz. Der Bürgermeister von Raville ist François Becker. Raville gehört zum Gemeindeverband Haut Chemin-Pays de Pange. Der traditionelle Dialekt (Patois) von Raville gehört zum Lothringischen.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are genial, neighborly, merry, sweet, loving, nice, genial, cordial, chummy, collegial. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
300,300,stq,"Ein Hagioskop ist ein Guckloch in mittelalterlichen Kirchen. Es wird auch Leprafenster genannt. Durch das Hagioskop konnte man auf den Altar schauen. Es war für die Leute, die an Aussatz erkrankt waren und draußen bleiben mussten. Die Johanniterkapelle in Bokelesch hat drei Hagioskope. Durch Fensterspalten dem Herrgott in Bokelesch nach.","N Hagioskop is n Glieuwe in middelallerske Säärken. Dät wäd uk Leprafinster naamd. Truch dän Hagioskop kuud mon ap dän Altoar kiekje. Dät wier foar do Ljude, do ounstikkend kroank wieren un buuten blieuwe moasten. Ju Johanniterkapälle in Boukeläsk häd tjo Hagioskope. Durch Fensterspalt dem Herrgott in Bokelesch nah","Given the two writers:
Writer A: 'Ein Hagioskop ist ein Guckloch in mittelalterlichen Kirchen. Es wird auch Leprafenster genannt. Durch das Hagioskop konnte man auf den Altar schauen. Es war für die Leute, die an Aussatz erkrankt waren und draußen bleiben mussten. Die Johanniterkapelle in Bokelesch hat drei Hagioskope. Durch Fensterspalten dem Herrgott in Bokelesch nach.'
Writer B: 'N Hagioskop is n Glieuwe in middelallerske Säärken. Dät wäd uk Leprafinster naamd. Truch dän Hagioskop kuud mon ap dän Altoar kiekje. Dät wier foar do Ljude, do ounstikkend kroank wieren un buuten blieuwe moasten. Ju Johanniterkapälle in Boukeläsk häd tjo Hagioskope. Durch Fensterspalt dem Herrgott in Bokelesch nah'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are affectionate, amicable, warm, merry, chummy, warmhearted, affectionate, genial, hospitable, nice. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
301,301,stq,"Ein Floß ist ein einfaches Wasserfahrzeug ohne Rumpf, das aus schwimmenden Materialien zusammengesetzt ist. Oft wird ein Floß bloß von der Wasserströmung getrieben. Teilweise dient ein Floß dazu, Baumstämme oder ein Teil davon zu transportieren. So hat man in früherer Zeit viel Holz aus dem Binnenland mit dieser Technik den Rhein abwärts gebracht, da es an der Küste für den Schiffsbau verwendet wurde.","Een Flot is een eenfach Woater-Foartjuuch sunner Rump, dät uut swimmende Materioalien touhoopesät is. Oafter wäd een Flot bloot fon dän Woaterstroom oundrieuwen. Deelwiese tjoont een Flot deertou, Boomstomme oardend een Doal deel tou brangen. So häd me in fröiere Tied fuul Holt uut dät Binnelound mäd düsse Technik dän Rhien adeel broacht, uumdät dät oun'e Kuste foar'n Skips-Bau bruukt wuude.","Given the two writers:
Writer A: 'Ein Floß ist ein einfaches Wasserfahrzeug ohne Rumpf, das aus schwimmenden Materialien zusammengesetzt ist. Oft wird ein Floß bloß von der Wasserströmung getrieben. Teilweise dient ein Floß dazu, Baumstämme oder ein Teil davon zu transportieren. So hat man in früherer Zeit viel Holz aus dem Binnenland mit dieser Technik den Rhein abwärts gebracht, da es an der Küste für den Schiffsbau verwendet wurde.'
Writer B: 'Een Flot is een eenfach Woater-Foartjuuch sunner Rump, dät uut swimmende Materioalien touhoopesät is. Oafter wäd een Flot bloot fon dän Woaterstroom oundrieuwen. Deelwiese tjoont een Flot deertou, Boomstomme oardend een Doal deel tou brangen. So häd me in fröiere Tied fuul Holt uut dät Binnelound mäd düsse Technik dän Rhien adeel broacht, uumdät dät oun'e Kuste foar'n Skips-Bau bruukt wuude.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are cordial, sweet, affectionate, warm, merry, affectionate, warm, collegial, neighborly, amicable. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
302,302,stq,"Eine Tragödie oder ein Trauerspiel ist ein Theaterstück oder Film, bei dem die Handlung einen schicksalhaften Verlauf nimmt und in einer Katastrophe endet. Das heißt nicht in jedem Fall, dass der Protagonist stirbt, sondern dass es für ihn, einerlei wo, schlecht endet. Oftmals getrieben von Hybris (Uermut), kommt er seinem Schicksal entgegen und macht es dadurch noch schlimmer. Die älteste Form ist die griechische Tragödie, die bis heute Einfluss hat.","Ne Tragödie of n Truurspil is n Tjooterstuk of Film, wier ju Honnelenge n Skiksoalshoaftigen Ferloop nimt un in't Eende in ju Katastrophe uutgungt. Dät hat nit in älken Faal, dät die Protagonist stäärft, man dät dät foar him, eenerläi wo, läip uutgungt. Oafter mai, fon Hybris (Uurmoud) drieuwen, hie sien Skiksoal äntkuume un moaket dät deer truch noch läpper. Ju ooldste Foarm is ju Griechiske Tragödie, ju bit däälich Ienfloud häd.","Given the two writers:
Writer A: 'Ne Tragödie of n Truurspil is n Tjooterstuk of Film, wier ju Honnelenge n Skiksoalshoaftigen Ferloop nimt un in't Eende in ju Katastrophe uutgungt. Dät hat nit in älken Faal, dät die Protagonist stäärft, man dät dät foar him, eenerläi wo, läip uutgungt. Oafter mai, fon Hybris (Uurmoud) drieuwen, hie sien Skiksoal äntkuume un moaket dät deer truch noch läpper. Ju ooldste Foarm is ju Griechiske Tragödie, ju bit däälich Ienfloud häd.'
Writer B: 'Eine Tragödie oder ein Trauerspiel ist ein Theaterstück oder Film, bei dem die Handlung einen schicksalhaften Verlauf nimmt und in einer Katastrophe endet. Das heißt nicht in jedem Fall, dass der Protagonist stirbt, sondern dass es für ihn, einerlei wo, schlecht endet. Oftmals getrieben von Hybris (Uermut), kommt er seinem Schicksal entgegen und macht es dadurch noch schlimmer. Die älteste Form ist die griechische Tragödie, die bis heute Einfluss hat.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are hospitable, sweet, nice, cordial, loving, companionable, amicable, gracious, sweet, warmhearted. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
303,303,stq,"Alexander Sergejewitsch Puschkin (russisch Александр Сергеевич Пушкин, wissenschaftliche Transliteration Aleksandr Sergeevič Puškin; geboren nach dem julianischen Kalender am 26. Mai, nach dem gregorianischen Kalender am 6. Juni 1799 in Moskau; gestorben nach dem julianischen Kalender am 29. Januar und nach dem gregorianischen Kalender am 10. Februar 1837 in Sankt Petersburg) gilt als russischer Nationaldichter und Begründer der modernen russischen Literatur.","Alexander Sergejewitsch Puschkin (Rusk: Алекcа́ндр Серге́евич Пу́шкин, wietenskupelke Transliteratsjoon Aleksandr Sergeevič Puškin; bädden ätter dän julioanske Kalänner ap dän 26. Moai, ätter dän gregorioanske Kalänner ap dän 6. Juni 1799 in Moskau; stuurwen ätter dän julioanske Kalänner ap dän 29. Januoar un ätter dän gregorioanske Kalänner ap dän 10. Februoar 1837 in Sänt Päitersbuurich) jält as rusken Nasjonoal-Dichter un Gruundlääser fon ju moudeerne ruske Literatuur.","Given the two writers:
Writer A: 'Alexander Sergejewitsch Puschkin (Rusk: Алекcа́ндр Серге́евич Пу́шкин, wietenskupelke Transliteratsjoon Aleksandr Sergeevič Puškin; bädden ätter dän julioanske Kalänner ap dän 26. Moai, ätter dän gregorioanske Kalänner ap dän 6. Juni 1799 in Moskau; stuurwen ätter dän julioanske Kalänner ap dän 29. Januoar un ätter dän gregorioanske Kalänner ap dän 10. Februoar 1837 in Sänt Päitersbuurich) jält as rusken Nasjonoal-Dichter un Gruundlääser fon ju moudeerne ruske Literatuur.'
Writer B: 'Alexander Sergejewitsch Puschkin (russisch Александр Сергеевич Пушкин, wissenschaftliche Transliteration Aleksandr Sergeevič Puškin; geboren nach dem julianischen Kalender am 26. Mai, nach dem gregorianischen Kalender am 6. Juni 1799 in Moskau; gestorben nach dem julianischen Kalender am 29. Januar und nach dem gregorianischen Kalender am 10. Februar 1837 in Sankt Petersburg) gilt als russischer Nationaldichter und Begründer der modernen russischen Literatur.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are merry, amicable, collegial, neighborly, genial, warmhearted, gracious, neighborly, comradely, sweet. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
304,304,stq,"Die Säbel ist eine leichte Hieb- und Stichwaffe. Der klassische Säbel war gekrümmt und nur einseitig scharf. Er war die typische Waffe der leichten Kavallerie, wie die Husaren. Heute werden Säbel auch beim Sportfechten verwendet, aber sie haben mit den historischen Kriegswaffen nicht viel mehr zu tun, als dass sie so heißen.","Die Soabel is een lichte Hau- un Steetwoape. Die klassiske Soabel waas krum un bloot eensiedich skäärp. Hie waas ju typiske Woape fon ju lichte Kavallerie, so as do Husaren. Däälich wäide Soabele uk bie't Spoartfächtjen bruukt, man do hääbe mäd do historiske Kriechswoapen nit fuul moor tou dwoon as dät jo so heete.","Given the two writers:
Writer A: 'Die Säbel ist eine leichte Hieb- und Stichwaffe. Der klassische Säbel war gekrümmt und nur einseitig scharf. Er war die typische Waffe der leichten Kavallerie, wie die Husaren. Heute werden Säbel auch beim Sportfechten verwendet, aber sie haben mit den historischen Kriegswaffen nicht viel mehr zu tun, als dass sie so heißen.'
Writer B: 'Die Soabel is een lichte Hau- un Steetwoape. Die klassiske Soabel waas krum un bloot eensiedich skäärp. Hie waas ju typiske Woape fon ju lichte Kavallerie, so as do Husaren. Däälich wäide Soabele uk bie't Spoartfächtjen bruukt, man do hääbe mäd do historiske Kriechswoapen nit fuul moor tou dwoon as dät jo so heete.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are collegial, neighborly, gracious, amicable, warm, merry, genial, hospitable, warm, neighborly. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
305,305,stq,"Eine Plastik ist ein aus Metall gegossenes, aus Ton geformtes oder aus anderen Materialien hergestelltes dreidimensionales Kunstwerk. Das Machen von Plastiken ist neben der Skulptur ein Teilbereich der Bildhauerei. Heute wird zwischen den Begriffen Plastik und Skulptur oft nicht mehr so streng unterschieden. Das mag daran liegen, dass die Techniken heute oft vermischt werden.","Een Plastik is een uut Metall geeten, uut Toon foarmd af uurs uut wook Materioal moaked tjodimensionoal Kunstwierk. Dät moakjen fon Plastiken is ieuwenske ju Skulptuur aan Deelbiriek fon ju Bieldehaueräi. Däälich wäd twiske do Bigriepe Plastik un Skulptuur oafter nit moor so strom tränd. Dät mai deer oun lääse, dät do Techniken däälich mongs fermisked wäide.","Given the two writers:
Writer A: 'Eine Plastik ist ein aus Metall gegossenes, aus Ton geformtes oder aus anderen Materialien hergestelltes dreidimensionales Kunstwerk. Das Machen von Plastiken ist neben der Skulptur ein Teilbereich der Bildhauerei. Heute wird zwischen den Begriffen Plastik und Skulptur oft nicht mehr so streng unterschieden. Das mag daran liegen, dass die Techniken heute oft vermischt werden.'
Writer B: 'Een Plastik is een uut Metall geeten, uut Toon foarmd af uurs uut wook Materioal moaked tjodimensionoal Kunstwierk. Dät moakjen fon Plastiken is ieuwenske ju Skulptuur aan Deelbiriek fon ju Bieldehaueräi. Däälich wäd twiske do Bigriepe Plastik un Skulptuur oafter nit moor so strom tränd. Dät mai deer oun lääse, dät do Techniken däälich mongs fermisked wäide.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are loving, genial, amicable, companionable, chummy, genial, warmhearted, companionable, cordial, loving. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
306,306,stq,"Wittlich ist die Hauptstadt des Landkreises Bernkastel-Wittlich in Rheinland-Pfalz. Sie hat eine Fläche von 49,64 km² und hatte im Jahr 2008 17.763 Einwohner. Die Stadt liegt im Tal der Lieser, einem Fluss, der in die Mosel fließt. Ursprünglich war dort nur die Stadt Wittlich. Im Jahr 1969 wurden die folgenden Nachbargemeinden eingemeindet: Bombogen, Dorf, Lüxem, Neuerburg und Wengerohr.","Wittlich is juu Hööftstääd fon dän Loundkring Bernkastel-Wittlich in Rhienlound-Palts. Dät häd ne Flakte fon 49,64 km² un hiede in't Jier 2008 17.763 Ienwoonere. Juu Stääd lait in't Doal fonne Lieser, ne Äi juu in juu Mosel fljut. Uurspröängelk waas deer bloot juu Käädenstääd Wittlich. In 1969 wuuden deer doo foulgjende Noabermeenten ienmeented: Bombogen Dorf Lüxem Neuerburg Wengerohr","Given the two writers:
Writer A: 'Wittlich ist die Hauptstadt des Landkreises Bernkastel-Wittlich in Rheinland-Pfalz. Sie hat eine Fläche von 49,64 km² und hatte im Jahr 2008 17.763 Einwohner. Die Stadt liegt im Tal der Lieser, einem Fluss, der in die Mosel fließt. Ursprünglich war dort nur die Stadt Wittlich. Im Jahr 1969 wurden die folgenden Nachbargemeinden eingemeindet: Bombogen, Dorf, Lüxem, Neuerburg und Wengerohr.'
Writer B: 'Wittlich is juu Hööftstääd fon dän Loundkring Bernkastel-Wittlich in Rhienlound-Palts. Dät häd ne Flakte fon 49,64 km² un hiede in't Jier 2008 17.763 Ienwoonere. Juu Stääd lait in't Doal fonne Lieser, ne Äi juu in juu Mosel fljut. Uurspröängelk waas deer bloot juu Käädenstääd Wittlich. In 1969 wuuden deer doo foulgjende Noabermeenten ienmeented: Bombogen Dorf Lüxem Neuerburg Wengerohr'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are warm, companionable, amicable, hospitable, chummy, cordial, loving, neighborly, gracious, sweet. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
307,307,stq,"Das lateinische Alphabet: Aa Bb Cc Dd Ee Ff Gg Hh Ii Jj Kk Ll Mm Nn Oo Pp Qq Rr Ss Tt Uu Vv Ww Xx Yy Zz. Die Karte zeigt, wo man hauptsächlich diese Schrift (dunkelgrau) und wo man diese Schrift neben anderen Alphabeten (hellgrau) verwendet. Minderheitenschriften wie die Cherokee-Silbenschrift werden dabei ignoriert, aus diesem Grund sind die USA dunkelgrau dargestellt.","Dät Latienske Alphabet: Aa Bb Cc Dd Ee Ff Gg Hh Ii Jj Kk Ll Mm Nn Oo Pp Qq Rr Ss Tt Uu Vv Ww Xx Yy Zz Juu Koarte wiest, wier me bloot deermäd schrift (dunkergräin) un wier me ook deermäd schrift, ieuwenske uur Alphabete (ljoachtgräin). Minnerhaide-Alphabete as dät Cherokee-Silwenschrift sunt deerbie ignorierd, uut dissen Gruund sunt doo USA dunkergräin.","Given the two writers:
Writer A: 'Das lateinische Alphabet: Aa Bb Cc Dd Ee Ff Gg Hh Ii Jj Kk Ll Mm Nn Oo Pp Qq Rr Ss Tt Uu Vv Ww Xx Yy Zz. Die Karte zeigt, wo man hauptsächlich diese Schrift (dunkelgrau) und wo man diese Schrift neben anderen Alphabeten (hellgrau) verwendet. Minderheitenschriften wie die Cherokee-Silbenschrift werden dabei ignoriert, aus diesem Grund sind die USA dunkelgrau dargestellt.'
Writer B: 'Dät Latienske Alphabet: Aa Bb Cc Dd Ee Ff Gg Hh Ii Jj Kk Ll Mm Nn Oo Pp Qq Rr Ss Tt Uu Vv Ww Xx Yy Zz Juu Koarte wiest, wier me bloot deermäd schrift (dunkergräin) un wier me ook deermäd schrift, ieuwenske uur Alphabete (ljoachtgräin). Minnerhaide-Alphabete as dät Cherokee-Silwenschrift sunt deerbie ignorierd, uut dissen Gruund sunt doo USA dunkergräin.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are nice, collegial, companionable, loving, merry, amicable, nice, affectionate, chummy, hospitable. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
308,308,stq,"Stuttgart ist die Hauptstadt von Baden-Württemberg. Sie ist eine kreisfreie Stadt, weshalb es in Baden-Württemberg das Synonym Stadtkreis gibt. Dort wohnen 671.927 Menschen (2009). Nach Berlin, Hamburg, München, Köln und Frankfurt am Main ist sie die sechstgrößte Stadt Deutschlands. Stuttgart bildet das Zentrum der Region Stuttgart, die ungefähr 2,7 Millionen Einwohner hat.","Stuttgart is juu Haudstääd fon Baden-Würtembierich. Dät is ne kringfräie Stääd, wierfoar dät in Baden-Würtembierich dät Synonym Stäädkring (düütsk:Stadtkreis) rakt. Deer woonje 671.927 Moanskene (2009). Ätter Berlin, Hambuurich, München, Köln un Frankfurt an n Main is dät ju säksgrootste Stääd fon Düütsklound. Stuttgart bildet dät Säntrum fon ju Region Stuttgart, ju uungefeer 2,7 Millionen Ienwoonere häd.","Given the two writers:
Writer A: 'Stuttgart is juu Haudstääd fon Baden-Würtembierich. Dät is ne kringfräie Stääd, wierfoar dät in Baden-Würtembierich dät Synonym Stäädkring (düütsk:Stadtkreis) rakt. Deer woonje 671.927 Moanskene (2009). Ätter Berlin, Hambuurich, München, Köln un Frankfurt an n Main is dät ju säksgrootste Stääd fon Düütsklound. Stuttgart bildet dät Säntrum fon ju Region Stuttgart, ju uungefeer 2,7 Millionen Ienwoonere häd.'
Writer B: 'Stuttgart ist die Hauptstadt von Baden-Württemberg. Sie ist eine kreisfreie Stadt, weshalb es in Baden-Württemberg das Synonym Stadtkreis gibt. Dort wohnen 671.927 Menschen (2009). Nach Berlin, Hamburg, München, Köln und Frankfurt am Main ist sie die sechstgrößte Stadt Deutschlands. Stuttgart bildet das Zentrum der Region Stuttgart, die ungefähr 2,7 Millionen Einwohner hat.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are warm, companionable, amicable, affectionate, loving, merry, gracious, warm, cordial, companionable. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
309,309,stq,"Karl Dönitz (Grünau, 16. September 1891 - Aumühle, 24. Dezember 1980) war ein deutscher Admiral und Oberbefehlshaber der deutschen Marine (Kriegsmarine). Er war auch Nachfolger von Adolf Hitler als Reichspräsident. Dadurch war er der letzte politische Oberhaupt von Nazi-Deutschland (1. bis zum 23. Mai) bis zum Ende des Zweiten Weltkriegs.","Karl Dönitz (Grünau, 16. September 1891 - Aumühle, 24. Dezember 1980) waas n düütsken Admiroal un Upperbefeelshääber fon ju düütske Marine (Kriegsmarine). Hie waas uk Ätterfoulger fon Adolf Hitler as Riekspräsident. Deertruch waas hie die lääste politiske Uppermon fon Nazi-Düütsklound (1. bit toun 23 Moai) bit tou dät Eende fon dän Twäide Waareldkriech.","Given the two writers:
Writer A: 'Karl Dönitz (Grünau, 16. September 1891 - Aumühle, 24. Dezember 1980) waas n düütsken Admiroal un Upperbefeelshääber fon ju düütske Marine (Kriegsmarine). Hie waas uk Ätterfoulger fon Adolf Hitler as Riekspräsident. Deertruch waas hie die lääste politiske Uppermon fon Nazi-Düütsklound (1. bit toun 23 Moai) bit tou dät Eende fon dän Twäide Waareldkriech.'
Writer B: 'Karl Dönitz (Grünau, 16. September 1891 - Aumühle, 24. Dezember 1980) war ein deutscher Admiral und Oberbefehlshaber der deutschen Marine (Kriegsmarine). Er war auch Nachfolger von Adolf Hitler als Reichspräsident. Dadurch war er der letzte politische Oberhaupt von Nazi-Deutschland (1. bis zum 23. Mai) bis zum Ende des Zweiten Weltkriegs.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are companionable, nice, hospitable, neighborly, amicable, warmhearted, warm, cordial, affectionate, neighborly. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
310,310,stq,"Photonen (φῶς, photos = Licht) (""Lichtteilchen"") sind eine Erscheinungsform von elektromagnetischen Strahlen. Unabhängig von der verwendeten Messapparatur verhält sich Strahlung (eine Form von Energie) entweder wie eine Welle oder wie ein Strom von massenlosen kleinen Teilchen, den Photonen. Diese werden meist mit dem Symbol γ (der dritte griechische Buchstabe Gamma) bezeichnet.","Photone (φοτος, photos = Lucht) (""Luchtdeele"") sunt n Ferskienengsfoarm fon elektromagnetiske Stroalenge. Ouhongich fon ju ferwoande Meetapstaalenge wol Stroalenge (n Foarm fon Energie) sik foardwo as Woogen of as n Stroom fon massenloose litje Deele, do Photone. Do wäide bietiede antjut mäd dät Symbol γ (ju trääde Griechiske Bouksteeuwe gamma).","Given the two writers:
Writer A: 'Photone (φοτος, photos = Lucht) (""Luchtdeele"") sunt n Ferskienengsfoarm fon elektromagnetiske Stroalenge. Ouhongich fon ju ferwoande Meetapstaalenge wol Stroalenge (n Foarm fon Energie) sik foardwo as Woogen of as n Stroom fon massenloose litje Deele, do Photone. Do wäide bietiede antjut mäd dät Symbol γ (ju trääde Griechiske Bouksteeuwe gamma).'
Writer B: 'Photonen (φῶς, photos = Licht) (""Lichtteilchen"") sind eine Erscheinungsform von elektromagnetischen Strahlen. Unabhängig von der verwendeten Messapparatur verhält sich Strahlung (eine Form von Energie) entweder wie eine Welle oder wie ein Strom von massenlosen kleinen Teilchen, den Photonen. Diese werden meist mit dem Symbol γ (der dritte griechische Buchstabe Gamma) bezeichnet.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are cordial, sweet, neighborly, warm, nice, cordial, comradely, hospitable, nice, affectionate. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
