Unnamed: 0,id,contents,length,language,answer
62,68999,"Hans Brunner isch dr Name vu däne Lyt: Hans Brunner (1898–1958), Schwyzer Kumpenischt Hans Brunner (1904–1983), Schwyzer Offizier Hans Brunner (* 1917), Schwyzer Moler un Grafiker Hans Brunner (* 1931), dytsche Dialäktautor Hans Georg Brunner-Schwer (1927–2004), dytsche Musikproduzänt Hans Heinrich Brunner (1918–1987), Schwyzer evangelische Theolog Hansjürg Brunner (1942–1999), Schwyzer Moler, Radierer un Illuschtrator Hans-Ulrich Brunner (1943–2006), Schwyzer Moler",470,als,"['Hans Brunner ist der Name folgender Personen: \nHans Brunner (1898–1958), Schweizer Komponist \nHans Brunner (1904–1983), Schweizer Offizier \nHans Brunner (* 1917), Schweizer Maler und Grafiker \nHans Brunner (* 1931), deutscher Dialektautor \nHans Georg Brunner-Schwer (1927–2004), deutscher Musikproduzent \nHans Heinrich Brunner (1918–1987), Schweizer evangelischer Theologe \nHansjürg Brunner (1942–1999), Schweizer Maler, Radierer und Illustrator \nHans-Ulrich Brunner (1943–2006), Schweizer Maler']"
63,10184,"S Wort Sekunde (verchürzt vo latiinisch pars minuta secunda „em veminderete Part (nomaal verminderet) folgend“, daher s Zeiche „″“) bezeichnet i dr Physik d SI-Basiseinheit vo dr Ziit, lueg bi Sekunde, i dr Geometrie en Winkel, lueg bi Bogensekunde, i dr Musig en Intervall, lueg bi Sekunde (Musik), im Druckwese e Zahl mit Sternli uf dr dritte Siite vom Druckbogen links unde zur Kennzeichnig vo dr Reihenfolge für dn Buechbinder, lueg bi Sekunde (Druckwesen).",461,als,"['Das Wort Sekunde (abgeleitet von lateinisch pars minuta secunda „die verminderte Teil (normalerweise vermindert) folgend“, daher das Zeichen „″“) bezeichnet in der Physik die SI-Basiseinheit der Zeit, siehe Sekunde, in der Geometrie einen Winkel, siehe Bogensekunde, in der Musik ein Intervall, siehe Sekunde (Musik), im Druckwesen eine Zahl mit Sternchen auf der dritten Seite des Druckbogens links unten zur Kennzeichnung der Reihenfolge für den Buchbinder, siehe Sekunde (Druckwesen).']"
64,52989,"Bienne chan folgendes bedüte: Bienne, de französisch Name vo de Stadt Biel/Bienne im Kanton Bärn, Schwiz Bienne (Fluss), en Fluss im französische Jura e zweijöhrigi Pflanze Lac de Bienne, de französisch Name vom Bielersee i de Schwiz District de Bienne, de französisch Name vom ehemolige Bezirk Biel im Kanton Bärn, Schwiz",322,als,"['Folgendes kann damit gemeint sein: Biel/Bienne, der französische Name der Stadt Biel/Bienne im Kanton Bern, Schweiz Bienne (Fluss), ein Fluss im französischen Jura eine zweijährige Pflanze Lac de Bienne, der französische Name des Bielersees Distrikt Bienne, der französische Name des ehemaligen Bezirks Biel im Kanton Bern, Schweiz']"
65,62399,D Morlaix Communauté (bretonisch Montroulez Kumuniezh) isch e franzesischi Communauté d’agglomération im Département Finistère in dr Region Bretagne. Dr Gmaiverband isch am 30. Dezämber 1999 grindet wore un bstoht us 26 Gmaine. Dr Verwaltigssitz isch z Morlaix. Zum Kommunalverband ghere die Gmaine: 2019: Füsion Plouigneau un Le Ponthou → Plouigneau Commons: Pays de Morlaix – Sammlig vo Multimediadateie https://www.morlaix-communaute.bzh/ www.collectivites-locales.gouv.fr,475,als,['Die Morlaix Communauté (bretonisch Montroulez Kumuniezh) ist eine französische Communauté d’agglomération im Département Finistère in der Region Bretagne. Der Gemeindeverband wurde am 30. Dezember 1999 gegründet und besteht aus 26 Gemeinden. Der Verwaltungssitz ist in Morlaix. Zum Kommunalverband gehören die Gemeinden: 2019: Fusion Plouigneau und Le Ponthou → Plouigneau Commons: Pays de Morlaix – Sammlung von Multimediadaten https://www.morlaix-communaute.bzh/ www.collectivites-locales.gouv.fr']
66,32377,"Sankt Alban isch dr Name vo dene Heilige: Alban vo Mainz Alban vo Ängland Sankt Alban bezeichnet die Ort: e Gmeind im Donnersbärgkreis z Rhiiland-Pfalz en Ortsdeil vo dr Gmeind Aitrang im Landkreis Ostallgäu z Bayre en Ortsdeil vo dr Gmeind Hörgertshausen im Landkreis Freising in Bayern en Ortsdeil vo dr Gmeind Dießen am Ammersee im Landkreis Landsberg am Lech in Bayern s Dalbe-Quardier z Basel s Dalbe-Door, e Stadtdor z Basel dr Dalbe-Deich, e Kanal zwüsche Münchestei und Basel",483,als,"['Sankt Alban ist der Name folgender Heiliger: Alban von Mainz, Alban von England. Sankt Alban bezeichnet die Orte: eine Gemeinde im Donnersbergkreis in Rheinland-Pfalz, einen Ortsteil der Gemeinde Aitrang im Landkreis Ostallgäu in Bayern, einen Ortsteil der Gemeinde Hörgertshausen im Landkreis Freising in Bayern, einen Ortsteil der Gemeinde Dießen am Ammersee im Landkreis Landsberg am Lech in Bayern, das Dalbe-Viertel in Basel, das Dalbe-Tor, ein Stadttor in Basel, den Dalbe-Deich, einen Kanal zwischen Münchstein und Basel.']"
67,44865,"Partita (ital., von partire = däile) isch d Bezäichnig für dr äinzelni Däil (Satz) von ere Danzfolg oder Variazioonsräije. Sit em 17. Joorhundert wird d Bezäichnig au allgemäin für Instrumentalstück oder für Serie vo Setz im Sinn vo dr Suite verwändet. E bsundrigi Form isch d Choral-Partita, wo binere noch em Choralthema figurierti Variazioone chömme.",353,als,"['Partita (ital., von partire = teilen) ist die Bezeichnung für den einzelnen Teil (Satz) einer Tanzfolge oder Variationenreihe. Seit dem 17. Jahrhundert wird die Bezeichnung auch allgemein für Instrumentalstücke oder für eine Serie von Sätzen im Sinne der Suite verwendet. Eine besondere Form ist die Choral-Partita, bei der nach dem Choralthema figurierende Variationen kommen.']"
68,22741,"S Wort Pest bezeichnet e Infektionschrankhet; über d Pandemy z Europa im 14. Johrhundert lüeg Schwarze Dod eini vo de drei Urstädt vo Budapest e ungarischi Verwaltigseiheit e schwedischi Black-Metal-Band in dr Kultur «Die Pest», im Originaal La Peste, e Roman von Albert Camus in Zämmesetzige Wasserpest, e Wasserpflanze Ölpest, wenn Wasser dur Ööl verdräckt wird",363,als,"['Das Wort Pest bezeichnet eine Infektionskrankheit; über die Pandemie in Europa im 14. Jahrhundert siehe Schwarzer Tod. Eini von den drei Urstädten von Budapest ist eine ungarische Verwaltungseinheit. Eine schwedische Black-Metal-Band ist in der Kultur ""Die Pest"", im Original La Peste, ein Roman von Albert Camus. In Zusammensetzungen bedeutet Wasserpest eine Wasserpflanze und Ölpest, wenn Wasser durch Öl verdrängt wird.']"
69,84470,"Die Lischt zellt d Gricht uf, wu vum Land Bade-Wirttebärg drait wäre. Commons: Gricht z Bade-Wirttebärg – Sammlig vo Multimediadateie Commons: Charte vu dr Grichtsbezirk z Bade-Wirttebärg – Sammlig vo Multimediadateie Webpresänz vum Juschtizportal Bade-Wirttebärg Charte mit allne verlinkten Seiten: OSM | WikiMap",313,als,"['Die Liste zählt die Gerichte auf, die vom Land Baden-Württemberg getragen werden. Commons: Gerichte in Baden-Württemberg – Sammlung von Bildern, Videos und Audiodateien Commons: Karte der Gerichtsbezirke in Baden-Württemberg – Sammlung von Bildern, Videos und Audiodateien Webpräsenz des Justizportals Baden-Württemberg Karte mit allen verlinkten Seiten: OSM | WikiMap']"
70,72488,"D Communauté de communes Houve-Pays Boulageois ìsch a Kommünàlverbànd ìm Moselle (Frànkrìch). Sa ìsch zum 1. Janner 2017 grìnda worra üs dr Füsion vu dr Kommünàlverbànd Communauté de communes de la Houve un Communauté de communes du Pays Boulageois. Zum Kommünàlverbànd gheera 37 Gmeina. Dr Hauiptort vum Verbànd ìsch Boulay-Moselle, Präsidant ìsch dr André Boucher. www.collectivites-locales.gouv.fr",400,als,"['Die Communauté de communes Houve-Pays Boulageois ist ein Kommunalverband im Moselle (Frankreich). Sie ist zum 1. Januar 2017 gegründet worden aus der Fusion der Kommunalverbände Communauté de communes de la Houve und Communauté de communes du Pays Boulageois. Zum Kommunalverband gehören 37 Gemeinden. Der Hauptsitz des Verbandes ist Boulay-Moselle, Präsident ist André Boucher. www.collectivites-locales.gouv.fr']"
71,59703,"Mit Ewigi Richdig cha gmäint si dr Friidens- und Bündnisverdraag us em Joor 1474 zwüsche de acht Ort vo dr Alte Äidgenosseschaft und em Herzog Sigismund vo Tirol, wo de milidäärische Komflikt zwüschen em Huus Habsburg und de Äidgenosse vorlöifig en Ändi gmacht het. dr Friidensverdraag us em Joor 1516 zwüsche dr Alte Äidgenosseschaft und Frankriich noch dr Schlacht bi Margnano",378,als,"['Mit Ewiger Richtung kann der Friedens- und Bündnisvertrag aus dem Jahr 1474 zwischen den acht Orten der Alten Eidgenossenschaft und dem Herzog Sigismund von Tirol gemeint sein, der den militärischen Konflikt zwischen dem Haus Habsburg und den Eidgenossen vorläufig beendet hat. Der Friedensvertrag aus dem Jahr 1516 zwischen der Alten Eidgenossenschaft und Frankreich nach der Schlacht bei Marignano.']"
72,13325,"De Bezirk Ryfälde isch en Bezirk im Kanton Aargau, wo us em Nordweschte vom Kanton besteit. De Bezirk mit em Hauptort Ryfälde isch 112,09 km² gross, het 40'434 Iiwohner (End 2005) un bsteht us em untere Fricktal. D Bevölkerigsdichte liegt bi 361 Iiw./km². Vo de 14 Iiwohnergmeinde vom Bezirk zählet 8 (mit ugfähr 88 % vo de Bevölkerig) zur Agglomeration vo der Stadt Basel. Commons: Bezirk Rhyfälde – Sammlig vo Multimediadateie Dominik Sauerländer: Fricktal. In: Historisches Lexikon vo dr Schwiiz.",499,als,"[""Der Bezirk Rheinfelden ist ein Bezirk im Kanton Aargau, der sich im Nordwesten des Kantons befindet. Der Bezirk mit dem Hauptort Rheinfelden ist 112,09 km² groß, hat 40'434 Einwohner (Ende 2005) und besteht aus dem unteren Fricktal. Die Bevölkerungsdichte liegt bei 361 Einw./km². Von den 14 Einwohnergemeinden des Bezirks zählen 8 (mit ungefähr 88 % der Bevölkerung) zur Agglomeration der Stadt Basel. Commons: Bezirk Rheinfelden – Sammlung von Bildern, Videos und Audiodateien. Dominik Sauerländer: Fricktal. In: Historisches Lexikon der Schweiz.""]"
73,75442,D Lischt vun dr Gmeina im Département Hautes-Pyrénées zellt àlla 469 Gmeina ìm Département Hautes-Pyrénées uf. Gmeina bìs 2015 Gmeina bìs 2016 Gmeina bìs 2018 2019: Füsion Beyrède-Jumet un Camous → Beyrède-Jumet-Camous 2017: Füsion Benqué un Molère → Benqué-Molère Füsion Saligos un Vizos → Saligos 2016: Füsion Gavarnie un Gèdre → Gavarnie-Gèdre Füsion Armenteule un Loudenvielle → Loudenvielle,395,als,['Die Liste der Gemeinden im Département Hautes-Pyrénées zählt alle 469 Gemeinden im Département Hautes-Pyrénées auf. Gemeinden bis 2015 Gemeinden bis 2016 Gemeinden bis 2018 2019: Fusion Beyrède-Jumet und Camous → Beyrède-Jumet-Camous 2017: Fusion Benqué und Molère → Benqué-Molère Fusion Saligos und Vizos → Saligos 2016: Fusion Gavarnie und Gèdre → Gavarnie-Gèdre Fusion Armenteule und Loudenvielle → Loudenvielle']
74,73935,"Krete bezeichnet: Krete, i de Schwiz de Name för de oberi Teil von ere Bärgreie oder vom ene Grat. Krete (Mythologie), i de griechische Mythologii di Nymphe, wo a de Insle Kreta de Name ggee het (Lueg aber ono Kres). und witers: Ensel und Krete, en Roman vom Walter Moers, wo im Juni 2000 usecho isch und e Parodii vom Grimm-Märli «Hänsel und Gretel» isch.",356,als,"['Krete bezeichnet: \nKrete, in der Schweiz der Name für den oberen Teil einer Bergreihe oder eines Grates. \nKrete (Mythologie), in der griechischen Mythologie die Nymphe, die der Insel Kreta den Namen gegeben hat (siehe aber auch Kres). \nUnd weiter: \nEnsel und Krete, ein Roman von Walter Moers, der im Juni 2000 erschienen ist und eine Parodie des Grimm-Märchens «Hänsel und Gretel» ist.']"
75,9294,"Pfäffikon isch de Name vo däne geografische Objekt i de Schwiz: Bezirk Pfäffike, en Bezirk im Kanton Züri Pfäffike ZH, e politischi Gmaind und en Bezirkshauptort im Kanton Züri Pfäffike SZ, en Ortschaft i de politische Gmaind Freiebach im Kanton Schwyz en ehemolige Bezirk im Kanton Usserschwyz, wo vo 1803 bis 1833 bestande hät Lueg au: Pfäffikersee Pfeffikon Pfeffingen Pfäfers",379,als,"['Pfäffikon ist der Name folgender geografischer Objekte in der Schweiz: Pfäffikon, ein Bezirk im Kanton Zürich Pfäffikon ZH, eine politische Gemeinde und Hauptort des Bezirks im Kanton Zürich Pfäffikon SZ, eine Ortschaft in der politischen Gemeinde Freienbach im Kanton Schwyz einen ehemaligen Bezirk im Kanton Ausserschwyz, der von 1803 bis 1833 bestand Siehe auch: Pfäffikersee Pfeffikon Pfeffingen Pfäfers']"
76,53892,"Die Lischt git en Iberblick iber alli Mitglider vum 15. bade-wirttembergische Landdag (2011–2016) mit Fraktionszuegherigkait, Wahlkrais un Stimmenaadail. Dr 15. Landdag isch am 27. Merz 2011 gwehlt wore. D Wahlperiod het am 1. Mai 2011 aagfange, di konschtituierend Sitzig isch am 11. Mai 2011 gsii. No dr Landdagswahl 2011 setzt si dr Landdag vorlaifig eso zämme: Gwehlti Abgordneti Ibersicht Wahlkraisergebnis Aktuälli Abgordneti",431,als,"['Die Liste gibt einen Überblick über alle Mitglieder des 15. baden-württembergischen Landtags (2011–2016) mit Fraktionszugehörigkeit, Wahlkreis und Stimmenanteil. Der 15. Landtag wurde am 27. März 2011 gewählt. Die Wahlperiode hat am 1. Mai 2011 begonnen, die konstituierende Sitzung war am 11. Mai 2011. Nach der Landtagswahl 2011 setzt sich der Landtag vorläufig wie folgt zusammen: Gewählte Abgeordnete Übersicht Wahlkreisergebnis Aktuelle Abgeordnete.']"
77,38054,"Minimalismus wird brucht für e Formerepertuar in dr bildende Kunst und Desäin e Stiilrichdig in dr Archidekduur e Stiil in dr Nöije Muusig, wo sich vo de 1960er-Joor in de USA entwicklet het en Entwicklig in dr Generative Grammatik in dr Linguistik e Lääbensstiil, wo sich as Alternative zur konsumorientierte Überflussgsellschaft gseet",336,als,"['Minimalismus wird verwendet für ein Formerrepertoire in der bildenden Kunst und eine Stilrichtung in der Architektur, einen Stil in der Neuen Musik, der sich seit den 1960er-Jahren in den USA entwickelt hat, eine Entwicklung in der generativen Grammatik in der Linguistik, einen Lebensstil, der sich als Alternative zur konsumorientierten Überflussgesellschaft sieht.']"
78,30740,"E Grundrächenart isch eini vo de vier mathematische Operatore Wenn mehreri Rächenoperatione usgfüehrt wärde, gältet d Regel Punkt vor Strich. Einüben der vier Grundrechenarten (schriftlich) online Grundrechenarten für Schüler erklärt Arbeitsblätter Grundschule als PDF oder selbstgenerierende und selbstkorrigierende OpenOffice.org-Tabelle",339,als,"['Eine Grundrechenart ist eine der vier mathematischen Operationen. Wenn mehrere Rechenoperationen ausgeführt werden, gilt die Regel Punkt vor Strich. Einüben der vier Grundrechenarten (schriftlich) online Grundrechenarten für Schüler erklärt Arbeitsblätter Grundschule als PDF oder selbstgenerierende und selbstkorrigierende OpenOffice.org-Tabelle.']"
79,71098,L’Isle-sur-le-Doubs isch e Gmeind im französische Departemänt Doubs. S Dorf lyt im Doubstaal öppe 18 Kilometer underhalb vo Mömpelgard. Dr Doubs het do zwe Flussärm und bildet zwüschedrin en Insle. Do drvo chunt dr Gmeindname. Im Taal lauft näben em Fluss dr Rhy-Rhone-Kanal dure. S Dorf L’Isle-sur-le-Doubs isch a dr Hauptstrooss N 83 vo Bisanz uf Belfort. Commons: L'Isle-sur-le-Doubs – Sammlig vo Multimediadateie Liste des maires au 25 avril 2014 (data.gouv.fr),465,als,"[""L'Isle-sur-le-Doubs ist eine Gemeinde im französischen Département Doubs. Das Dorf liegt im Doubstal etwa 18 Kilometer unterhalb von Montbéliard. Der Doubs hat hier zwei Flussarme und bildet dazwischen eine Insel. Daher kommt der Gemeindename. Im Tal verläuft neben dem Fluss der Rhein-Rhône-Kanal. Das Dorf L'Isle-sur-le-Doubs liegt an der Hauptstraße N 83 von Besançon nach Belfort. Commons: L'Isle-sur-le-Doubs – Sammlung von Bildern, Videos und Audiodateien Liste der Bürgermeister vom 25. April 2014 (data.gouv.fr)""]"
80,35418,S Arrondissement Belfort ìsch s einzi Arrondissement ìm frànzesche Département Territoire de Belfort ìn dr Region Bourgogne-Franche-Comté. Dr Höiptort (Sìtz vun dr Präfektür) ìsch Belfort. S Arrondissement bsteht üs 9 Kànton mìt ìnsgsàmt 102 Gmeine. Bavilliers Belfort-1 Belfort-2 Belfort-3 Châtenois-les-Forges Delle Giromagny Grandvillars Valdoie,348,als,"['Das Arrondissement Belfort ist das einzige Arrondissement im französischen Département Territoire de Belfort in der Region Bourgogne-Franche-Comté. Der Hauptort (Sitz der Präfektur) ist Belfort. Das Arrondissement besteht aus 9 Kantonen mit insgesamt 102 Gemeinden. Bavilliers, Belfort-1, Belfort-2, Belfort-3, Châtenois-les-Forges, Delle, Giromagny, Grandvillars, Valdoie.']"
81,40261,Dr Kanton Le Faouët isch bis Merz 2015 e Kanton im Arrondissement Pontivy im franzesische Département Morbihan in dr Region Bretagne gsii. Dr Hauptort isch Le Faouët gsii. Verdrätter im conseil général vum Département isch bis 2015 dr Pierre Pouliquen gsii. Zum 22. Merz 2015 isch dr Kanton ufglest wore. Zum Kanton hän sechs Gmaine ghert:,339,als,['Der Kanton Le Faouët war bis März 2015 ein Kanton im Arrondissement Pontivy im französischen Département Morbihan in der Region Bretagne. Der Hauptort war Le Faouët. Vertreter im conseil général des Départements war bis 2015 der Pierre Pouliquen. Zum 22. März 2015 wurde der Kanton aufgelöst. Zum Kanton gehörten sechs Gemeinden:']
82,2091,"Dr Afrika Islam (* 1967 als Charles Glenn), au bekannt als 'Son of Bambaataa', isch en amerikanische HipHop- und Techno-DJ und -Broduzänt. Är isch bekannt für si Zämenarbet mit em Ice-T und em Westbam. Sy Gruppe - zäme mit em WestBam - haisst Mr. X & Mr. Y. Dr Afrika Islam hed di erschte zwai LPs vom Ice T kobroduziert. Zäme mit em WestBam hätt dr Afrika Islam au fasch Dütschland am Concours Eurovision 2004 verdrätte. 1996 Afrika Jam - feat. Ice-T",451,als,"[""Afrika Islam (* 1967 als Charles Glenn), auch bekannt als 'Sohn von Bambaataa', ist ein amerikanischer Hip-Hop- und Techno-DJ und -Produzent. Er ist bekannt für seine Zusammenarbeit mit Ice-T und Westbam. Seine Gruppe - zusammen mit WestBam - heißt Mr. X & Mr. Y. Afrika Islam hat die ersten zwei LPs von Ice-T koproduziert. Zusammen mit WestBam hätte Afrika Islam Deutschland fast beim Concours Eurovision 2004 vertreten. 1996: Afrika Jam - feat. Ice-T.""]"
83,2075,"S latynischi Alfabeet isch s Alfabeet, wo urschprünglig zur Schrybig vom Latynische benutzt worden isch und hütt für vili verschideni Sproche uf dr ganze Wält benutzt wird. S latynischi Alfabeet laitet sich us em etruskische Alfabeet här - nume d Buechschtabe Y und Z sin spööter diräggt us em griechische Alfabeet entleent worde. Rächtschrybig",344,als,"['Das lateinische Alphabet ist das Alphabet, das ursprünglich zur Schreibung des Lateinischen benutzt worden ist und heute für viele verschiedene Sprachen auf der ganzen Welt benutzt wird. Das lateinische Alphabet leitet sich vom etruskischen Alphabet her - nur die Buchstaben Y und Z sind später direkt aus dem griechischen Alphabet entlehnt worden.']"
84,72809,"Dr Kanton Vannes-1 (franzesisch Canton de Vannes-1, bretonisch Kanton Gwened-1) isch e Kanton im Arrondissement Vannes im franzesische Département Morbihan in dr Region Bretagne. Dr Hauptort isch Vannes. Dr Kanton isch zum 22. Merz 2015 grindet wore. Dr Kanton umfasst di zäntrale Viertel vu dr Stadt Vannes.",308,als,"['Der Kanton Vannes-1 (französisch Canton de Vannes-1, bretonisch Kanton Gwened-1) ist ein Kanton im Arrondissement Vannes im französischen Département Morbihan in der Region Bretagne. Der Hauptort ist Vannes. Der Kanton wurde am 22. März 2015 gegründet. Der Kanton umfasst die zentralen Viertel der Stadt Vannes.']"
85,9369,"D Hemera (altgriech. Ἡμέρα, Hēmérā) isch d Personifikation vum Tag in de griechisch Mythologii. D Hemera isch d Tochter vum Erebos un de Nyx. Sie kummt jede Morge vun de Unterwelt ruff. De Brueder vun de Hemera isch de Aither. Hemera isch au ä Nôme vun de Morgenröt (luege Eos). Edward Tripp: Reclams Lexikon der antiken Mythologie. Stueggert, 1991. ISBN 3-15-010371-1",368,als,"['Die Hemera (altgriech. Ἡμέρα, Hēmérā) ist die Personifikation des Tages in der griechischen Mythologie. Die Hemera ist die Tochter des Erebos und der Nyx. Sie kommt jeden Morgen aus der Unterwelt herauf. Der Bruder der Hemera ist der Aither. Hemera ist auch ein Name der Morgenröte (siehe Eos). Edward Tripp: Reclams Lexikon der antiken Mythologie. Stuttgart, 1991. ISBN 3-15-010371-1.']"
86,11172,"S Wort „Deklination“ bezeichnet i dr Grammatik d Regle zur Flexion vo Subschtantive, lueg bi Deklination (Grammatik) un bi Deklination im Alemannischen. i dr Astronomie d Breitechreise vo dr Himmelschugle, lueg bi Deklination (Astronomie). in Geographie und Navigation d Abwiichig zwüsched magnetischem und geographischem Nordpol, lueg bi Deklination (Geographie). De Winkel zwüsched dr geographische Nord-Süd-Richtig und dr Polachse vo dr Magnetnadle nennt mer Deklination oder au Misswiichig.",494,als,"['Das Wort ""Deklination"" bezeichnet in der Grammatik die Regel zur Flexion von Substantiven, siehe Deklination (Grammatik) und Deklination im Alemannischen. In der Astronomie bezeichnet es die Breitenkreise der Himmelskugel, siehe Deklination (Astronomie). In Geographie und Navigation bezeichnet es die Abweichung zwischen magnetischem und geographischem Nordpol, siehe Deklination (Geographie). Der Winkel zwischen der geographischen Nord-Süd-Richtung und der Polachse der Magnetnadel wird Deklination oder auch Missweisung genannt.']"
87,62467,"De Isthmios (altgriech. Ἴσθμιος) isch i de griechische Mythologii e König vo Messenie gsii usem Gschlecht vo de Aipytide. Er isch de Soo vom Glaukos und de Vatter vom Dotadas. Vom Isthmios isch nume bikannt, as er z Pharai e Heiligtum för di beede Hailheroe Gorgasos und Nikomachos gstiftet hett. Pausanias, Raise z Griecheland 4,3,10 Samson Eitrem: Isthmios 3. In: Paulys Realencyclopädie der classischen Altertumswissenschaft (RE). Band IX,2, Stuttgart 1916, Sp. 2256.",470,als,"['Der Isthmios (altgriechisch Ἴσθμιος) ist in der griechischen Mythologie ein König von Messenien aus dem Geschlecht der Aipytiden. Er ist der Sohn des Glaukos und der Vater des Dotadas. Von Isthmios ist nur bekannt, dass er in Pharai ein Heiligtum für die beiden Heldenheiler Gorgasos und Nikomachos gestiftet hat. Pausanias, Reisen in Griechenland 4,3,10. Samson Eitrem: Isthmios 3. In: Paulys Realencyclopädie der classischen Altertumswissenschaft (RE). Band IX,2, Stuttgart 1916, Spalte 2256.']"
88,53947,"Saanen, wo Alemannisch as Saane uusgsproche wört, chan folgendi Bedütig ha: Saanen, es Dorf un e Gmeind a de Saane im Kanton Bärn, Schwiz Bezirk Saanen, en ehemalige Amtsbezirk im Kanton Bärn, Schwiz Verwaltungskreis Obersimmental-Saanen, e Verwautigseinheit im Kanton Bärn, Schwiz Saanenmöser Lueg au: Saane (Begriffsklärig)",325,als,"['Saanen, wo Alemannisch als Saane ausgesprochen wird, kann folgende Bedeutung haben: Saanen, das Dorf und eine Gemeinde an der Saane im Kanton Bern, Schweiz Bezirk Saanen, ein ehemaliger Amtsbezirk im Kanton Bern, Schweiz Verwaltungskreis Obersimmental-Saanen, eine Verwaltungseinheit im Kanton Bern, Schweiz Saanenmöser Siehe auch: Saane (Begriffsklärung)']"
89,46391,"S Arrondissement Brest (frz. Arrondissement de Brest, bret. Arondisamant Brest) isch e Verwaltigbezirk vum Département Finistère in dr franzesische Region Bretagne. Verwaltigssitz (Unterpräfektur) isch Brest. S bstoht us 12 Kanton un 77 Gmaine. Brest-1 Brest-2 Brest-3 Brest-4 Brest-5 Guipavas Landerneau Landivisiau Lesneven Plabennec Pont-de-Buis-lès-Quimerch (13 vu 17 Gmaine) Saint-Renan",391,als,"['Das Arrondissement Brest (frz. Arrondissement de Brest, bret. Arondisamant Brest) ist ein Verwaltungsbezirk des Départements Finistère in der französischen Region Bretagne. Verwaltungssitz (Unterpräfektur) ist Brest. Es besteht aus 12 Kantonen und 77 Gemeinden. Brest-1, Brest-2, Brest-3, Brest-4, Brest-5, Guipavas, Landerneau, Landivisiau, Lesneven, Plabennec, Pont-de-Buis-lès-Quimerch (13 von 17 Gemeinden) und Saint-Renan.']"
90,69014,"Der liebe Augustin stoht fir: dr Volkssänger Marx Augustin Der liebe Augustin, Filmbiografy vum E. W. Emo, 1941 Der liebe Augustin, Romanverfilmig vum Rolf Thiele, 1960 Der liebe Augustin, Operette vum Leo Fall, 1912 Der liebe Augustin, Operette vum Johann Brandl, 1887 Der liebe Augustin, Roman vum Horst Wolfram Geißler, 1921 e Wiener Chlaichunschtbihni 1931 bis 1938 bzw. 1947/48",382,als,"['Der liebe Augustin steht für: \nder Volkssänger Marx Augustin \nDer liebe Augustin, Filmbiografie von E. W. Emo, 1941 \nDer liebe Augustin, Romanverfilmung von Rolf Thiele, 1960 \nDer liebe Augustin, Operette von Leo Fall, 1912 \nDer liebe Augustin, Operette von Johann Brandl, 1887 \nDer liebe Augustin, Roman von Horst Wolfram Geißler, 1921 \neine Wiener Kleinkunstbühne 1931 bis 1938 bzw. 1947/48']"
91,62480,"Ithome (altgriech. Ἰθώμη), uf thessalisch au Thome (Θώμη) und Thoumaion (Θούμαιον), isch en antiki Stadt i de thessalische Landschaft Hestiaiotis gsii. Si werd bim hüttige Phanari lokalisiert, wo antiki Reste gfunde wore sind. D Stadt isch im 5. Joorhundert v. Chr. zäme mit anderne Ortschafte zomene Tail vo Megalopolis wore. Di ""felsigi Ithome"" werd im Schiffkatalog vom Homer uufglistet, zäme mit Trikke und Oichalia. Öber di drai Ort hend de Machaon und sii Brüeder Podaleirios gherrscht.",492,als,"['Ithome (altgriech. Ἰθώμη), auf Thessalisch auch Thome (Θώμη) und Thoumaion (Θούμαιον), ist eine antike Stadt in der thessalischen Landschaft Hestiaiotis gewesen. Sie wird beim heutigen Phanari lokalisiert, wo antike Reste gefunden wurden. Die Stadt ist im 5. Jahrhundert v. Chr. zusammen mit anderen Ortschaften zu einem Teil von Megalopolis geworden. Die ""felsige Ithome"" wird im Schiffskatalog des Homer aufgeführt, zusammen mit Trikken und Oichalia. Über die drei Orte haben der Machaon und seine Brüder Podaleirios geherrscht.']"
92,30042,"En Grossrot isch es Mitglied vo eme Kantonsparlament. Di offiziell Bezeichnig isch Mitglied des Grossen Rates, wo aber normalerwiis nöd bruucht wird. Wil d Kantonsparlament in de Schwiiz unterschidlichi Bezeichnige hei, wird de Begriff Grossrot oder Grossrötin bsunders in dene Kantön bruucht, wo s Parlament Grosser Rot heisst. Insgsamt sind des elf Kantön, vo dene aber numme in sibe au dütsch gredt wird. Es sind di Kantön Aargau, Bärn, Basel-Stadt, Friburg, Graubünde, Thurgau und s Wallis.",494,als,"['Ein Grossrat ist ein Mitglied eines Kantonsparlaments. Die offizielle Bezeichnung ist Mitglied des Grossen Rates, die aber normalerweise nicht verwendet wird. Da die Kantonsparlamente in der Schweiz unterschiedliche Bezeichnungen haben, wird der Begriff Grossrat oder Grossrätin besonders in denen Kantonen verwendet, wo das Parlament Grosser Rat heisst. Insgesamt sind es elf Kantone, von denen aber nur in sieben auch Deutsch gesprochen wird. Es sind die Kantone Aargau, Bern, Basel-Stadt, Freiburg, Graubünden, Thurgau und Wallis.']"
